code,prov,area_ha,sp,elev_mean,elev_min,elev_max,elevF,perim,lat,long,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
CA004001,CA,4.9107558,NA,20.82,5,55,verlow,2715.42,36.1849,-5.40899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA
CA006002,CA,41.592456,PINUS PINEA,245.68,202,283,verlow,2701.4,36.81409,-5.75362,NA,4,1,1,NA,2,2,3,0,1,1,2,1,NA,2,4,2,3,1,0,3,3,NA,4,3,3,3
CA006003,CA,84.6300159,PINUS PINEA,217.13,161,254,verlow,5713,36.81098,-5.76995,NA,1,1,3,3,1,1,2,0,1,2,3,1,NA,2,3,2,2,1,0,2,1,NA,3,3,3,3
CA006004,CA,38.0108076,PINUS PINEA,189.69,126,250,verlow,3610.2,36.80343,-5.76119,NA,0,0,1,1,1,1,NA,NA,0,NA,1,1,NA,1,2,1,1,0,0,1,1,NA,3,4,2,2
CA006005,CA,111.8263874,PINUS PINEA,200.59,133,259,verlow,6635.05,36.73641,-5.74727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,2,1,0,0,1,NA,2,2,2,2
CA007002,CA,180.3260727,PINUS PINEA,61.7,5,97,verlow,6393.49,36.19994,-5.93521,1,2,2,0,1,2,3,0,1,3,1,1,1,3,1,0,1,2,2,3,2,1,NA,3,3,0,2
CA007003,CA,373.2913338,PINUS PINEA,119.17,84,139,verlow,11711.34,36.19792,-5.96593,1,2,2,0,1,1,3,0,0,1,3,0,1,2,0,0,1,1,1,3,1,1,NA,2,3,0,2
CA007004,CA,127.6860553,PINUS PINEA,135.86,83,162,verlow,4731.06,36.2025,-5.998,1,2,2,0,2,2,1,3,0,1,3,0,1,2,1,0,1,2,2,2,1,1,NA,3,3,0,2
CA007005,CA,541.1426454,PINUS PINEA,95.38,0,166,verlow,16617.04,36.19136,-6.00087,NA,NA,NA,NA,1,1,1,3,0,1,3,1,1,3,1,0,1,1,1,1,1,2,NA,3,3,0,2
CA007006,CA,302.1850536,PINUS PINEA,69.12,0,119,verlow,9295.36,36.1895,-5.94593,NA,NA,NA,NA,0,0,0,1,1,1,2,0,1,2,1,0,0,1,1,1,1,1,NA,2,3,0,2
CA007007,CA,382.3337287,PINUS PINEA,123.87,86,145,verlow,8687.08,36.19001,-5.97978,NA,NA,NA,NA,0,0,1,1,0,1,3,0,1,2,0,0,1,1,1,1,2,1,NA,2,3,0,2
CA007010,CA,115.69258330000001,PINUS PINEA,114.6,41,139,verlow,6543.81,36.20371,-5.95859,1,2,2,0,1,1,3,0,0,1,3,0,1,3,0,1,1,2,2,2,1,1,NA,2,3,0,2
CA007011,CA,55.559809699999995,PINUS PINEA,135.85,123,146,verlow,3478.21,36.19712,-5.99984,NA,NA,NA,NA,0,0,1,1,0,1,3,0,1,3,0,0,1,2,2,2,1,1,NA,2,3,0,1
CA008001,CA,9.6490578,PINUS PINASTER,285.29,237,336,verlow,1401.97,36.32627,-5.56389,0,NA,1,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,1,2,1,NA,0,0,0,0
CA008002,CA,52.491591299999996,PINUS PINEA,440.03,339,531,verlow,5010.22,36.31798,-5.54018,0,NA,1,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,1,2,0,NA,1,0,0,0
CA008003,CA,177.59046270000002,PINUS PINEA,315.5,177,531,verlow,8428.62,36.27986,-5.57154,3,NA,1,0,2,NA,2,2,1,NA,1,2,0,NA,2,1,1,1,1,2,1,1,NA,2,0,0,0
CA008004,CA,69.9809926,PINUS PINEA,441.09,316,562,verlow,5344.87,36.27427,-5.55419,3,NA,1,0,1,NA,1,2,1,1,1,2,0,NA,2,2,1,1,1,1,1,1,NA,2,0,0,0
CA008005,CA,43.875962900000005,PINUS PINEA,194.86,97,366,verlow,6600.43,36.27351,-5.5915,0,NA,0,1,1,1,1,2,0,NA,1,1,0,1,2,0,2,0,1,2,0,1,NA,1,1,0,0
CA008006,CA,285.9290349,PINUS PINASTER,419.61,217,562,verlow,11911.84,36.26648,-5.53051,3,NA,1,1,2,NA,2,2,1,1,1,2,0,NA,2,2,0,1,1,1,1,1,NA,1,0,0,0
CA008007,CA,279.0646599,PINUS PINEA,383.65,179,623,verlow,10309.36,36.26231,-5.63366,0,NA,0,0,0,0,0,1,0,NA,1,1,0,1,2,0,2,0,1,1,0,1,NA,1,0,0,0
CA008008,CA,198.6966971,PINUS PINASTER,341.72,237,464,verlow,11011.31,36.25857,-5.50648,3,NA,1,0,2,NA,1,2,1,1,2,2,0,NA,2,2,0,0,1,1,1,1,NA,1,0,0,1
CA008009,CA,57.945713399999995,PINUS PINEA,180.1,95,247,verlow,9278.5,36.24575,-5.55818,1,NA,1,0,2,0,1,2,1,1,1,2,1,NA,2,1,0,1,1,1,1,1,NA,1,0,0,0
CA008010,CA,27.8355751,PINUS PINEA,305.18,249,408,verlow,3226.03,36.17265,-5.58813,NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,0,0
CA008011,CA,42.935611099999996,PINUS PINEA,523.03,418,618,verlow,3198.58,36.16394,-5.60464,NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
CA008012,CA,57.9420928,PINUS PINASTER,447.23,282,542,verlow,4331.16,36.15057,-5.53347,NA,NA,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,NA,1,0,0,0
CA008013,CA,61.0520718,PINUS PINASTER,343.19,203,470,verlow,3951.77,36.13756,-5.51953,NA,NA,1,1,1,1,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,1,NA,1,0,0,0
CA010001,CA,4.0363558,PINUS PINEA,272.41,256,288,verlow,880.52,36.82697,-5.75357,NA,3,1,2,1,3,NA,0,2,1,2,3,2,NA,2,3,1,1,0,0,3,3,NA,4,3,3,4
CA010002,CA,14.977647,PINUS PINEA,246.11,197,296,verlow,2379.92,36.81822,-5.75092,NA,2,0,1,2,0,NA,2,0,1,2,2,0,NA,2,3,2,1,1,1,3,2,NA,4,2,2,2
CA010003,CA,13.2964424,PINUS NIGRA SSP AUSTR.,111.06,79,137,verlow,1953.02,36.79314,-5.76334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,3,2,1,2
CA011001,CA,178.6127952,PINUS PINEA,450.73,288,620,verlow,7530.83,36.76028,-5.49536,0,0,1,1,0,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,NA,1,1,1,0
CA013001,CA,18.4966799,PINUS PINEA,126.12,107,137,verlow,1895.95,36.28033,-5.38793,NA,1,2,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,NA,0,0,1,1
CA014001,CA,102.4568791,PINUS PINEA,40.92,21,54,verlow,12438.18,36.3315,-6.1041,NA,2,0,1,1,1,1,2,0,1,1,1,1,1,3,0,NA,NA,1,0,2,0,NA,2,2,0,1
CA014002,CA,348.3161197,PINUS PINEA,19.45,11,32,verlow,14999.7,36.3233,-6.13465,NA,2,1,2,2,2,1,3,0,1,1,1,0,1,2,0,NA,NA,1,0,1,0,NA,1,2,1,1
CA014003,CA,64.9363876,PINUS PINEA,40.8,35,48,verlow,5525.85,36.31684,-6.10351,NA,2,0,2,2,1,1,2,1,1,1,2,1,1,2,0,NA,NA,1,0,1,0,NA,1,2,1,1
CA015001,CA,12.5929504,PINUS PINEA,12.37,7,16,verlow,2252.05,36.37731,-6.19526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0
CA015002,CA,87.5959387,PINUS PINEA,31.16,27,33,verlow,4843.13,36.38489,-6.10941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,1,1,0,2,0,0,0,1,0,NA,1,1,0,0
CA016001,CA,43.4779215,PINUS PINEA,18.11,7,30,verlow,12924.02,36.71238,-6.4022,NA,2,1,4,NA,2,2,2,0,1,2,NA,1,2,NA,2,2,1,1,1,3,1,NA,2,3,2,1
CA018001,CA,52.474882400000006,PINUS HALEPENSIS,789.17,599,993,low,3607.86,36.85057,-5.32706,NA,2,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0
CA019001,CA,73.4747655,PINUS HALEPENSIS,852.49,674,1060,low,3624.92,36.79574,-5.35285,0,0,0,0,1,1,2,3,1,1,1,1,1,0,1,3,4,0,0,1,1,1,NA,2,2,1,0
CA019002,CA,142.0244531,PINUS PINASTER,1011.78,842,1349,low,7539.04,36.7728,-5.37546,0,0,1,1,3,1,1,2,1,1,1,1,2,1,1,2,3,0,0,2,2,2,NA,3,2,2,3
CA019003,CA,69.4763713,PINUS PINASTER,1113.27,964,1298,low,4414.14,36.77118,-5.38105,1,1,1,1,3,1,1,2,1,1,1,2,3,1,1,0,1,0,2,0,0,0,NA,3,2,1,4
CA019004,CA,109.00338959999999,PINUS PINASTER,1090.14,940,1392,low,4733,36.76246,-5.38636,2,2,2,0,2,1,2,3,1,1,1,1,3,1,1,0,1,1,3,0,0,0,NA,3,2,1,4
CA019005,CA,141.4098137,PINUS PINEA,1188.88,923,1536,low,8064.04,36.75871,-5.41137,2,1,1,2,2,1,2,2,1,1,1,0,2,1,0,1,1,1,2,0,0,0,NA,2,2,1,3
CA019006,CA,204.9263355,PINUS PINASTER,1031.19,814,1239,low,7997.24,36.74331,-5.3609,0,0,3,0,2,1,2,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,NA,1,1,1,0
CA019007,CA,330.6765531,PINUS PINASTER,1194.47,979,1465,low,8442.01,36.74486,-5.37443,0,3,0,1,2,1,1,3,0,0,0,0,1,0,1,0,0,0,3,0,1,0,NA,1,1,1,0
CA019008,CA,22.1474433,PINUS PINASTER,903.86,746,973,low,4208.83,36.75783,-5.36881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,2,4,0,1,2,NA,2,2,1,1
CA020002,CA,11.9345175,PINUS PINASTER,366.74,309,417,verlow,1584.83,36.61827,-5.5831,NA,NA,0,2,2,0,0,1,NA,3,2,1,1,NA,NA,3,2,1,2,1,1,0,NA,0,0,0,2
CA020003,CA,48.5793882,PINUS PINASTER,405.66,340,469,verlow,5114.6,36.61258,-5.57183,NA,NA,0,2,2,0,0,2,0,3,2,1,1,NA,NA,2,3,2,3,1,1,0,NA,0,0,0,2
CA020004,CA,53.083680799999996,PINUS PINASTER,284.42,203,376,verlow,5094.76,36.61291,-5.55203,NA,NA,0,1,2,0,2,3,3,3,3,1,1,NA,NA,3,4,1,2,2,1,0,NA,0,0,0,2
CA020005,CA,65.11521809999999,PINUS PINASTER,369.24,289,432,verlow,4911.82,36.59409,-5.60811,NA,NA,0,1,3,0,0,1,NA,3,2,1,2,NA,NA,2,2,1,2,1,1,0,NA,0,0,0,2
CA020006,CA,83.2441315,PINUS PINASTER,374.33,233,534,verlow,3983.79,36.59405,-5.55724,NA,NA,0,2,2,0,0,2,4,3,3,0,1,NA,NA,2,3,2,3,2,1,0,NA,0,0,0,2
CA020007,CA,39.109855200000005,PINUS PINASTER,646.19,564,721,low,4483.66,36.59099,-5.52046,2,NA,0,3,3,1,1,3,3,3,2,2,1,3,0,1,1,1,1,2,2,0,NA,1,0,0,2
CA020008,CA,7.6370333,PINUS PINASTER,584.99,546,615,verlow,1833.42,36.5778,-5.52959,1,NA,0,3,2,0,1,2,3,3,2,2,1,1,3,4,1,1,1,1,2,0,NA,1,0,0,2
CA020009,CA,247.7961558,PINUS PINASTER,600.41,427,754,low,8521.16,36.57163,-5.57882,NA,NA,0,2,2,0,1,1,2,3,2,1,1,NA,NA,2,3,1,2,1,1,0,NA,0,0,0,2
CA020010,CA,105.5320763,PINUS PINEA,341.87,266,418,verlow,6570.36,36.54784,-5.65889,NA,NA,0,0,0,1,1,1,1,1,1,1,NA,1,NA,1,1,1,1,2,0,0,NA,1,0,0,0
CA020011,CA,35.1780136,PINUS PINASTER,623.08,414,796,low,4100.5,36.53193,-5.63235,NA,NA,1,0,0,1,0,2,1,1,1,2,NA,2,NA,3,2,2,2,2,0,0,NA,2,0,0,1
CA028004,CA,67.3584054,PINUS PINEA,13.56,3,20,verlow,3612.62,36.55243,-6.12953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,0,0,0,1,0,1,1,1,1,NA,1,1,1,2
CA032001,CA,374.5626605,PINUS PINEA,2.68,0,10,verlow,12448.5,36.86276,-6.30783,4,3,0,NA,3,1,2,3,0,3,0,3,0,2,1,4,3,NA,2,0,NA,NA,NA,2,3,2,2
CA032003,CA,52.9202514,PINUS PINEA,4.04,1,11,verlow,3976.42,36.85535,-6.30619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,4,3,NA,2,0,NA,NA,NA,2,2,2,2
CA033001,CA,209.7542923,PINUS PINEA,150.63,95,206,verlow,8066.81,36.27616,-5.36701,NA,1,2,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,NA,1,0,2,1
CA033002,CA,13.8681471,PINUS PINEA,112.99,83,139,verlow,2387.22,36.2687,-5.39168,NA,1,2,0,1,1,1,1,0,0,0,1,1,2,0,1,1,1,1,3,3,0,NA,0,0,1,1
CA033004,CA,241.8197272,PINUS PINEA,82.69,39,158,verlow,6802.61,36.25585,-5.40103,NA,1,1,2,2,1,1,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,NA,0,0,0,0
CA035004,CA,42.417856900000004,PINUS PINASTER,315.69,206,414,verlow,3724.6,36.11743,-5.76618,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,2,3,2,1,3,0,2,1,3,0,NA,3,3,1,2
CA035005,CA,2221.7630554,PINUS PINEA,257.51,7,793,verlow,27265.12,36.10028,-5.61003,NA,NA,1,0,2,0,0,0,1,2,2,1,1,1,1,1,1,1,1,0,3,0,NA,2,1,2,0
CA035006,CA,80.1991493,PINUS PINEA,445.61,176,594,verlow,4702.69,36.11079,-5.65908,NA,NA,NA,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,NA,0,0,0,1
CA035007,CA,10.5362515,PINUS PINASTER,429.46,366,490,verlow,1740.67,36.08783,-5.5619,2,NA,2,4,3,0,2,2,3,3,4,4,2,1,1,0,2,0,1,0,1,4,NA,3,3,3,1
CA035010,CA,196.5864753,PINUS PINEA,35.74,3,67,verlow,8365.76,36.08768,-5.79347,NA,1,1,3,2,1,3,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,NA,1,2,1,1
CA035013,CA,240.08611120000003,PINUS PINEA,86.91,5,200,verlow,8390.34,36.068,-5.70952,NA,1,2,0,2,1,2,0,0,1,0,2,3,0,0,2,2,3,0,0,2,2,NA,3,3,2,1
CA035016,CA,76.30897689999999,NA,267,133,415,verlow,4963.75,36.07034,-5.66422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,4,0,NA,0,1,1,1
CA039001,CA,117.93224709999998,PINUS HALEPENSIS,95.21,3,174,verlow,12494.56,36.24572,-5.95882,NA,1,1,2,1,1,1,2,2,2,2,1,2,3,1,1,1,2,2,2,2,2,NA,0,2,0,2
CA039002,CA,25.5345842,PINUS PINEA,141.42,96,174,verlow,4819.31,36.23353,-5.96352,NA,1,0,1,0,0,0,5,1,1,2,4,3,2,2,2,2,2,2,2,2,1,NA,1,1,0,2
CA039005,CA,107.87165449999999,PINUS PINEA,23.21,2,70,verlow,7675.05,36.2554,-5.93409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,3,2,1,2,2,NA,0,0,2,3
CA039006,CA,81.4432451,NA,35.6,12,53,verlow,4224.95,36.25142,-5.91595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,2,2,NA,0,0,2,3
CA040001,CA,294.4628614,PINUS HALEPENSIS,1285.42,1069,1507,medium,7073.7,36.723,-5.37639,NA,NA,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,1,1,1,0
CA040002,CA,152.2738944,PINUS PINASTER,759.28,646,892,low,5097.6,36.67884,-5.37153,NA,NA,0,1,0,2,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,NA,1,1,1,0
CA042001,CA,14.394271599999998,PINUS PINEA,819.44,710,944,low,3307.17,36.8008,-5.38529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,NA,2,0,1,1,1,1,NA,2,2,0,1
CO000001,CO,38.654326,PINUS PINEA,457.5,442,477,verlow,4743.69,38.60042,-5.16439,NA,2,3,0,0,NA,0,1,2,2,2,0,0,0,0,3,0,0,0,1,1,1,1,3,4,2,2
CO000002,CO,314.91351940000004,PINUS PINEA,564.82,383,656,verlow,18319.14,37.97209,-4.80248,3,0,0,2,2,2,0,0,0,2,0,1,2,0,2,2,2,0,0,2,1,1,2,2,3,2,2
CO000003,CO,16.924136400000002,PINUS PINEA,205.69,153,262,verlow,3653.64,37.97793,-4.54484,NA,1,0,1,2,1,3,2,2,2,2,0,0,1,2,0,2,0,0,1,0,0,1,1,1,0,0
CO000004,CO,238.103042,PINUS PINEA,204.36,113,293,verlow,11068.1,37.81852,-5.12736,NA,3,2,4,4,0,0,0,0,2,3,0,0,2,2,1,2,0,0,2,0,0,2,1,2,0,0
CO000005,CO,22.9536876,PINUS HALEPENSIS,762.88,705,857,low,3724.23,37.32842,-4.3554,3,0,0,1,2,4,0,0,NA,0,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0
CO000006,CO,5.8519201,PINUS HALEPENSIS,374.03,338,408,verlow,1113.2,37.26414,-4.58916,NA,0,0,0,1,3,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
CO000007,CO,2.2689446,PINUS HALEPENSIS,386.83,377,407,verlow,635.8,37.2587,-4.53384,NA,0,1,0,1,3,0,1,0,2,0,0,0,0,0,0,0,NA,NA,0,0,1,0,1,0,0,0
CO000008,CO,1.0522987,PINUS PINASTER,772.55,766,777,low,516.77,38.26547,-4.32438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,3,1,0,0,0,2,0,2,3,5,0,0,2
CO000009,CO,6.4082745999999995,PINUS PINEA,201.42,174,217,verlow,1016.88,38.02582,-4.37328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,2,0,1,0,0,1,0,3,1,1,1,0
CO000010,CO,4.1184487999999995,PINUS HALEPENSIS,150.75,142,177,verlow,1775.33,38.02073,-4.38043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,2,0,1,0,0,0,0,2,1,1,1,0
CO000011,CO,289.0360854,PINUS PINASTER,482.17,398,607,verlow,8513.07,38.08565,-4.93793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,NA,0,0,1,1,2,2,1,0
CO000012,CO,60.2221594,PINUS PINASTER,606.56,572,650,low,5335.74,37.97116,-4.81259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,1,1,2,2,3,3,2
CO000013,CO,1.1217595999999999,PINUS HALEPENSIS,569.75,563,575,verlow,551.23,38.27468,-5.41868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,1,3,3,3,2,0,0
CO000015,CO,0.6557782,NA,596.08,592,601,verlow,334.74,38.00883,-5.10212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,0,0,1,2,0,0,0
CO001001,CO,292.3575841,PINUS PINEA,611.82,499,684,low,9756.18,38.18521,-4.55977,NA,1,0,1,2,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,2,0,0
CO001002,CO,304.34071370000004,PINUS PINEA,591.46,490,698,verlow,9996.84,38.18081,-4.53502,NA,1,0,0,1,1,1,0,0,0,0,2,2,1,2,0,0,0,0,0,0,0,0,3,2,1,1
CO001003,CO,822.4944682,PINUS PINEA,577.58,451,657,verlow,16194.4,38.17511,-4.59188,NA,1,0,1,2,2,3,0,0,0,1,2,1,2,3,0,0,0,0,1,1,0,1,2,2,0,0
CO001004,CO,321.8201574,PINUS PINEA,536.32,440,635,verlow,13968.78,38.16448,-4.55426,NA,1,0,1,2,1,2,0,0,1,0,2,NA,2,2,0,0,0,0,0,0,0,0,4,2,1,1
CO001009,CO,167.359895,PINUS PINASTER,547.61,465,619,verlow,6436.56,38.09095,-4.56994,NA,1,1,1,2,3,1,2,1,3,0,1,2,3,1,2,2,2,2,1,2,2,3,4,2,1,1
CO001010,CO,364.46349100000003,PINUS PINEA,292.73,205,388,verlow,10664.55,38.00549,-4.56648,NA,NA,NA,NA,NA,NA,NA,NA,1,0,3,0,0,0,2,0,0,0,1,0,0,0,2,2,2,0,0
CO001011,CO,224.0258014,PINUS PINEA,265.63,169,365,verlow,10012.53,37.99531,-4.54798,NA,0,1,1,1,0,1,1,1,1,2,0,0,0,2,0,0,0,0,0,0,0,1,1,1,1,0
CO009001,CO,275.5101427,PINUS PINEA,649.49,585,714,low,9438.14,38.33328,-5.14053,NA,1,1,3,4,0,1,2,0,NA,3,0,1,2,3,1,0,0,2,2,2,0,1,3,3,2,0
CO009002,CO,190.8818006,PINUS PINEA,689.04,621,787,low,6506.35,38.32726,-5.11547,NA,1,4,3,3,0,1,0,0,NA,3,0,0,0,0,0,0,1,3,2,3,0,1,5,5,2,0
CO009003,CO,252.79207030000003,PINUS PINEA,667.42,590,764,low,10654.95,38.32051,-5.12909,NA,1,1,3,4,0,1,1,0,NA,3,0,1,1,2,1,0,0,1,2,2,0,0,3,3,2,0
CO009004,CO,227.0579315,PINUS PINEA,721.07,651,791,low,9303.1,38.31584,-5.10198,NA,1,4,1,3,0,1,0,0,NA,3,2,2,1,2,2,1,0,3,2,1,1,1,5,5,2,0
CO009005,CO,90.3056586,PINUS PINEA,717.5,630,781,low,4048.13,38.30635,-5.11976,NA,1,1,3,3,0,1,0,0,NA,2,0,0,0,NA,0,0,0,0,0,0,0,2,2,2,1,0
CO009006,CO,37.2473902,PINUS PINEA,747.72,685,822,low,5845.52,38.30642,-5.09395,NA,1,1,2,1,0,1,0,0,NA,3,0,0,0,0,0,0,0,1,1,1,1,1,4,3,2,0
CO009007,CO,152.5395087,PINUS PINEA,670.03,604,756,low,6590.8,38.29937,-5.11631,NA,1,1,1,1,4,1,1,2,NA,3,2,2,0,1,0,0,0,1,1,0,0,2,5,3,1,0
CO009008,CO,172.4676895,PINUS PINASTER,762.85,662,817,low,8356.24,38.29669,-5.08582,NA,1,1,1,2,3,1,1,0,NA,3,0,1,0,0,2,3,0,0,1,1,2,2,5,5,2,0
CO009009,CO,245.33885780000003,PINUS PINASTER,708.38,628,841,low,10024.04,38.29229,-5.10138,NA,1,1,2,1,4,1,0,0,NA,3,0,1,0,1,1,1,1,2,1,2,2,2,5,4,1,0
CO009010,CO,34.6434981,PINUS PINEA,650.47,590,704,low,2875.83,38.29057,-5.13321,NA,1,1,0,0,1,1,0,0,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,3,3,1,0
CO009011,CO,233.7263434,PINUS PINASTER,808.05,739,868,low,6690.03,38.28545,-5.06579,NA,1,1,1,2,2,1,0,0,NA,3,0,1,0,1,1,0,0,1,1,1,2,3,5,3,1,0
CO009012,CO,25.3530355,PINUS PINEA,737.21,665,838,low,2800.55,38.28701,-5.11211,NA,1,2,0,1,1,0,0,0,NA,1,1,1,0,0,0,0,0,0,0,0,0,1,3,3,1,0
CO009013,CO,296.76143229999997,PINUS PINEA,770.25,609,864,low,10098.16,38.2784,-5.10512,NA,1,1,1,1,1,1,0,0,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0
CO009014,CO,56.853724,PINUS PINASTER,815.39,759,873,low,3377.27,38.27743,-5.06194,NA,1,1,1,2,4,1,0,0,NA,4,3,3,0,3,2,3,0,1,1,1,2,3,5,3,2,0
CO009015,CO,77.3351875,PINUS PINEA,651.87,553,746,low,6623.4,38.27106,-5.14364,NA,1,1,1,2,3,1,0,0,NA,1,1,1,1,0,0,0,0,0,0,0,0,1,2,2,0,0
CO009016,CO,139.3128849,PINUS PINEA,783.02,669,917,low,5722.76,38.26751,-5.08364,NA,1,1,1,2,1,1,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0
CO009017,CO,195.7352606,PINUS PINEA,677.31,554,766,low,7114.99,38.25947,-5.11741,NA,1,1,0,1,2,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
CO016008,CO,333.9431312,PINUS PINEA,615.53,467,728,low,10398.39,38.23125,-4.24024,2,2,0,0,2,0,0,1,0,3,0,0,1,3,0,0,1,1,1,0,0,2,4,5,1,0,1
CO016010,CO,205.145325,PINUS PINASTER,627.33,490,719,low,6386.34,38.22948,-4.36898,2,0,1,1,2,1,1,1,1,4,0,0,1,1,3,0,0,0,0,1,1,3,4,4,0,0,3
CO016011,CO,59.923054,PINUS PINASTER,536.21,468,609,verlow,3245.91,38.23281,-4.2242,1,2,0,0,3,0,0,0,0,3,0,0,1,3,0,0,1,0,0,0,2,4,4,5,1,1,2
CO016012,CO,128.2055502,PINUS PINASTER,456.37,301,585,verlow,5421.81,38.22806,-4.20757,2,2,0,0,0,0,0,0,0,3,0,1,1,2,0,0,0,0,0,0,0,0,4,5,1,0,0
CO016013,CO,258.0466879,PINUS PINASTER,486.35,300,654,verlow,8479.06,38.22223,-4.22188,2,1,0,0,1,0,0,0,0,2,0,0,1,1,0,0,0,2,1,0,0,4,4,5,0,0,1
CO016014,CO,91.92970600000001,PINUS PINEA,437.69,300,560,verlow,5798.6,38.22499,-4.21316,5,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,5,1,1,1
CO016015,CO,213.117527,PINUS PINASTER,603.58,413,726,low,7418.06,38.21626,-4.3794,2,0,0,0,1,1,0,0,1,4,0,0,1,0,2,0,0,0,1,1,1,2,4,4,0,0,2
CO016016,CO,163.5197455,PINUS PINASTER,518.33,372,664,verlow,9087.03,38.21205,-4.39649,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,4,0,0,1
CO016018,CO,322.4955695,PINUS PINASTER,549.46,311,695,verlow,8171.68,38.21159,-4.22083,1,3,0,0,2,0,3,NA,1,3,1,2,1,0,3,1,1,0,1,0,1,4,4,5,2,0,0
CO016019,CO,113.315203,PINUS PINASTER,663.52,530,736,low,5034.93,38.20198,-4.34556,0,NA,1,2,2,0,NA,1,1,3,0,3,0,0,3,0,0,1,2,2,2,3,3,5,1,1,3
CO016020,CO,166.1820894,PINUS PINASTER,577.67,374,720,verlow,5846.76,38.20326,-4.38464,2,0,0,1,1,0,1,1,1,3,0,1,2,1,3,0,0,1,1,1,2,3,4,5,1,1,2
CO016021,CO,233.3708879,PINUS PINASTER,511.25,326,686,verlow,7814.86,38.18972,-4.39343,4,0,5,3,2,1,1,1,1,3,0,0,2,0,3,0,0,1,2,1,2,3,4,5,1,1,2
