code,prov,area_ha,sp,elev_mean,elev_min,elev_max,elevF,perim,lat,long,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
AL098006,AL,360.6567569,PINUS HALEPENSIS,1069.26,959,1195,low,37221.41,37.87139,-2.16143,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL098007,AL,257.9390007,PINUS HALEPENSIS,932.42,794,1102,low,8701.97,37.86967,-1.99141,3,0,0,0,1,0,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL098008,AL,607.7361325,PINUS HALEPENSIS,857.77,739,1054,low,43555.47,37.8601,-2.01217,NA,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL098009,AL,55.673410600000004,PINUS HALEPENSIS,1063.82,985,1141,low,6235.2,37.87629,-2.14702,NA,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL098010,AL,550.3427726,PINUS HALEPENSIS,861.11,750,1106,low,32086.92,37.8612,-2.03908,NA,2,0,1,2,4,0,0,1,1,1,1,1,1,1,2,1,1,0,1,1,1,0,1,0,1,1
AL098011,AL,594.8069205,PINUS HALEPENSIS,1113.41,969,1251,low,21321.44,37.8601,-2.15975,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL098012,AL,134.7092135,PINUS HALEPENSIS,1150.23,1087,1230,low,10598.12,37.8606,-2.19247,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL098013,AL,401.05653709999996,PINUS HALEPENSIS,998.62,840,1240,low,14936.85,37.83929,-2.07763,NA,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL098014,AL,29.4376084,PINUS HALEPENSIS,808.22,767,842,low,4153.07,37.84232,-2.04537,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0
AL098015,AL,267.1572011,PINUS HALEPENSIS,1204.86,1046,1318,medium,20969.99,37.82817,-2.13619,NA,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL098016,AL,184.00841450000001,PINUS HALEPENSIS,1217.06,1121,1291,medium,10057.77,37.83395,-2.12217,NA,0,0,0,0,0,0,NA,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL098017,AL,154.11911089999998,PINUS HALEPENSIS,858.84,768,972,low,7325.62,37.83723,-2.0516200000000002,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0
AL098018,AL,107.3572907,PINUS HALEPENSIS,789.24,728,893,low,8660.35,37.83498,-2.01221,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL098019,AL,53.0824251,PINUS HALEPENSIS,802.27,743,870,low,5343.57,37.83548,-2.03386,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0
AL098020,AL,61.96862219999999,PINUS HALEPENSIS,1253.09,1125,1318,medium,6485.76,37.82862,-2.15799,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
AL098021,AL,76.87888769999999,PINUS HALEPENSIS,1112.33,975,1205,low,9612.62,37.82966,-2.1043,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL098022,AL,83.6140509,PINUS HALEPENSIS,1003.22,864,1117,low,6824.25,37.83043,-2.07364,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL098023,AL,338.0539526,PINUS HALEPENSIS,926.83,808,1115,low,15622.07,37.82345,-2.07271,NA,0,0,0,0,0,0,NA,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL098024,AL,144.99466769999998,PINUS HALEPENSIS,988.32,875,1105,low,10354.92,37.8208,-2.10283,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL098025,AL,40.321376400000005,PINUS HALEPENSIS,1160.42,1022,1251,low,5802.07,37.82569,-2.12,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL098026,AL,254.5757841,PINUS HALEPENSIS,1133.87,1033,1227,low,11177.33,37.81437,-2.19591,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL098027,AL,147.79010970000002,PINUS HALEPENSIS,1162.76,1064,1297,low,16447.84,37.8154,-2.14707,NA,0,0,0,0,0,0,NA,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
AL098028,AL,105.6885881,PINUS HALEPENSIS,1118.59,1036,1226,low,8575.19,37.81503,-2.18146,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL098029,AL,20.3910915,PINUS HALEPENSIS,808.8,763,860,low,3276.41,37.81783,-2.02871,NA,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL098030,AL,141.33234720000002,PINUS HALEPENSIS,876.13,819,925,low,13925.69,37.81268,-2.06469,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL098031,AL,67.4286674,PINUS HALEPENSIS,831.11,779,882,low,8184.44,37.8116,-2.04929,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL098032,AL,30.0694163,PINUS HALEPENSIS,801.69,751,855,low,5299.81,37.81613,-2.0301,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL098033,AL,163.1018605,PINUS HALEPENSIS,780.35,739,878,low,13527.51,37.80866,-2.04235,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL098034,AL,61.616531099999996,PINUS HALEPENSIS,1077.8,1019,1143,low,7105.1,37.81377,-2.1318,NA,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
AL098035,AL,97.7031674,PINUS HALEPENSIS,879.08,821,942,low,10257.61,37.81032,-2.08938,NA,0,0,0,0,NA,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL098042,AL,132.5040119,PINUS HALEPENSIS,849.43,770,964,low,9379.62,37.79885,-2.04007,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL098043,AL,51.6979283,PINUS HALEPENSIS,841.21,798,890,low,5197.33,37.80067,-2.07629,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL098044,AL,85.5485762,PINUS HALEPENSIS,860.85,774,946,low,7132.73,37.79671,-2.05263,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL098046,AL,78.4525301,PINUS HALEPENSIS,859.18,797,941,low,5110.23,37.79346,-2.06116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL098047,AL,70.81485620000001,PINUS HALEPENSIS,866.77,803,923,low,7668.56,37.78584,-2.07353,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL098048,AL,137.7914637,PINUS HALEPENSIS,923.1,854,1024,low,11161.16,37.7858,-2.11643,NA,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL098049,AL,122.2850882,PINUS HALEPENSIS,947.2,831,1078,low,6317.37,37.78543,-2.05969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL098050,AL,867.7653022,PINUS HALEPENSIS,1101.99,794,1411,low,20153.42,37.77324,-2.02953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AL098051,AL,204.4522352,PINUS HALEPENSIS,911.03,820,993,low,9442.83,37.78418,-2.08754,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL098052,AL,5.3514089,PINUS HALEPENSIS,1035.26,1007,1065,low,1912.2,37.78498,-2.21116,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL098053,AL,115.938677,PINUS HALEPENSIS,984.59,854,1067,low,6121,37.77905,-2.06373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0
AL098054,AL,214.0145337,PINUS HALEPENSIS,1100,943,1387,low,16301.16,37.77397,-2.12377,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL098055,AL,284.6192318,PINUS HALEPENSIS,1073.65,888,1377,low,12719.3,37.76461,-2.01074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,1
AL098056,AL,151.4546868,PINUS HALEPENSIS,926.18,858,1039,low,12882.38,37.77563,-2.10403,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL098075,AL,51.7136691,PINUS HALEPENSIS,1101.38,1022,1187,low,5924.15,37.73063,-2.12396,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL098076,AL,66.7350083,PINUS HALEPENSIS,1008.48,934,1079,low,11903.7,37.72554,-2.10645,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
AL098077,AL,333.4722854,PINUS HALEPENSIS,1130.27,868,1547,low,22246.56,37.72162,-2.0428,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL098078,AL,279.0704367,PINUS HALEPENSIS,1085.66,975,1218,low,15256.91,37.71442,-2.12311,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL098079,AL,58.7021357,PINUS HALEPENSIS,1012.55,823,1194,low,14005.4,37.70846,-2.03642,1,1,0,0,1,1,4,5,2,2,2,2,2,2,0,2,4,3,0,0,0,1,0,0,0,0,0
AL098080,AL,62.776268099999996,PINUS HALEPENSIS,1054.91,963,1129,low,7642.39,37.70832,-2.10502,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AL098081,AL,11.517884299999999,PINUS HALEPENSIS,941.99,854,1039,low,5605.65,37.70606,-2.07311,NA,0,0,0,0,1,2,NA,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1
AL098082,AL,10.225630800000001,PINUS HALEPENSIS,1019.01,998,1040,low,1380.29,37.7053,-2.0903,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL098083,AL,79.03240579999999,PINUS HALEPENSIS,1138.02,1082,1220,low,9549.68,37.69943,-2.10374,NA,0,0,0,0,0,1,NA,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1
AL098084,AL,87.7428905,PINUS HALEPENSIS,1177.14,1097,1329,low,4975.06,37.70056,-2.11537,2,1,0,1,5,5,2,4,1,1,2,1,1,0,0,1,3,4,3,2,3,2,1,0,0,1,1
AL098085,AL,71.9555352,PINUS HALEPENSIS,1280.65,1127,1463,medium,6310.97,37.69873,-2.13173,2,1,0,0,1,3,2,0,0,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AL098086,AL,119.5866649,PINUS HALEPENSIS,1212.95,1111,1332,medium,5783.59,37.69342,-2.11335,2,1,0,1,4,4,2,4,2,2,2,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1
AL098087,AL,73.27772780000001,PINUS HALEPENSIS,1294.77,1156,1488,medium,5047.41,37.69134,-2.13342,2,1,0,0,1,3,2,0,0,1,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AL098088,AL,64.9760017,PINUS HALEPENSIS,1264.26,1144,1453,medium,8880.64,37.68239,-2.10897,2,1,0,1,5,5,3,4,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0
AL098089,AL,335.7667389,PINUS HALEPENSIS,1428.66,1157,1753,medium,8920.75,37.67397,-2.12068,1,0,0,1,2,4,3,4,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
AL098090,AL,74.7236128,PINUS HALEPENSIS,883.73,728,1025,low,8765.97,37.66626,-2.0535,NA,0,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
AL098091,AL,92.4004517,PINUS HALEPENSIS,1426.16,1278,1616,medium,7210.94,37.67117,-2.14122,1,1,0,1,5,5,4,4,1,1,1,1,1,0,0,0,0,5,1,2,2,2,1,1,1,1,1
AL098092,AL,12.0532116,PINUS HALEPENSIS,1322.22,1266,1392,medium,1769.2,37.67242,-2.15306,3,1,0,NA,2,3,2,0,2,2,2,2,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1
AL098093,AL,40.9196343,PINUS HALEPENSIS,1377.76,1255,1494,medium,3977.7,37.67069,-2.16204,3,2,0,NA,1,3,2,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1
AL098094,AL,39.5218873,PINUS HALEPENSIS,1489.51,1292,1617,medium,4934.01,37.67014,-2.17324,2,1,0,0,1,3,2,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1
AL098095,AL,49.333370699999996,PINUS HALEPENSIS,1043.77,941,1207,low,4330.27,37.66395,-2.09405,3,1,1,1,3,2,3,5,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1
AL098096,AL,76.8901973,PINUS HALEPENSIS,724.8,679,796,low,5619.74,37.66704,-2.0133,NA,0,0,1,1,3,1,NA,0,NA,1,1,1,0,1,0,3,3,4,2,2,2,0,1,0,1,1
AL098097,AL,47.6794601,PINUS HALEPENSIS,1230.56,1157,1327,medium,4387.11,37.66077,-2.14159,3,1,1,1,3,2,3,5,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
AL098098,AL,15.1259434,PINUS HALEPENSIS,795.05,775,824,low,2334.12,37.813,-2.04271,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL098099,AL,5.7771079,PINUS HALEPENSIS,1123.68,1072,1151,low,1926.29,37.69837,-2.09675,NA,0,0,0,0,0,1,NA,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AL098101,AL,53.1712324,PINUS HALEPENSIS,1170.48,1101,1250,low,6594.65,37.66219,-2.15452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,2,1,1,1,0,1,1,1,0,1
AL098102,AL,11.2400751,PINUS HALEPENSIS,1282.77,1239,1319,medium,1457.39,37.67158,-2.15075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,2,1,1,0,1,1,0,0,0,1
AL098103,AL,142.45737649999998,PINUS HALEPENSIS,980.29,816,1360,low,10801.22,37.70503,-2.0247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,4,3,0,1,2,2,1,3,1,0,1
AL099001,AL,47.5700347,PINUS HALEPENSIS,1123.44,1051,1185,low,3361.62,37.6549,-2.14033,3,1,1,1,3,2,3,5,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AL099002,AL,49.552792700000005,PINUS HALEPENSIS,1071.07,1004,1137,low,3730.65,37.65487,-2.12168,3,1,1,1,3,2,3,5,2,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AL099003,AL,4.3257505,PINUS HALEPENSIS,1130.86,1105,1157,low,1081.19,37.65398,-2.13438,2,1,0,0,1,3,2,1,1,2,2,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0
AL099004,AL,4.8274979,PINUS HALEPENSIS,786.94,767,813,low,892.38,37.64323,-2.05654,NA,NA,NA,NA,NA,2,1,1,0,1,1,4,2,1,2,1,3,3,1,0,2,1,0,2,2,1,1
AL099005,AL,61.5800102,PINUS HALEPENSIS,900.71,826,1032,low,5880.03,37.63835,-2.09855,NA,NA,NA,NA,NA,3,0,1,0,NA,1,2,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0
AL099006,AL,87.66322319999999,PINUS HALEPENSIS,890.63,790,1022,low,6264.79,37.63778,-2.08234,NA,NA,NA,NA,NA,3,4,0,0,1,1,3,0,0,0,1,1,3,1,0,0,1,0,2,2,1,1
AL099007,AL,12.4490477,PINUS HALEPENSIS,902.4,850,986,low,1386.22,37.63701,-2.10999,NA,NA,NA,NA,NA,1,1,1,0,NA,0,1,0,0,0,0,2,2,1,0,0,1,0,0,0,0,0
AL099008,AL,39.7504732,PINUS HALEPENSIS,890.36,802,980,low,5653.36,37.63506,-2.08167,NA,1,0,0,1,1,3,0,0,1,1,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
AL099009,AL,16.6453288,PINUS HALEPENSIS,909.16,855,1030,low,1920.22,37.63101,-2.11119,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
AL099010,AL,56.10674279999999,PINUS HALEPENSIS,858.06,801,915,low,3978.6,37.6259,-2.07325,NA,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
AL099011,AL,177.777035,PINUS HALEPENSIS,1150.36,1002,1359,low,10631.78,37.59484,-2.06995,NA,1,0,1,2,4,2,0,0,NA,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
AL099012,AL,2.2697366999999997,PINUS HALEPENSIS,1062.01,1047,1075,low,690.89,37.59512,-2.04766,NA,1,0,0,2,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL099013,AL,23.6939871,PINUS PINEA,1099.32,979,1290,low,2477.13,37.58864,-2.10565,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0
AL099014,AL,79.44331820000001,PINUS HALEPENSIS,1393.26,1259,1461,medium,5920.01,37.58732,-2.07578,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL099015,AL,108.06616640000001,PINUS PINEA,999.67,933,1096,low,6542.83,37.56449,-2.03824,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL099016,AL,119.29441410000001,PINUS HALEPENSIS,1330.2,1207,1461,medium,8309.35,37.58335,-2.08174,NA,1,0,0,1,2,3,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0
AL099017,AL,36.1844471,PINUS HALEPENSIS,927.21,856,1002,low,2927.95,37.58228,-1.97906,NA,NA,NA,2,3,3,4,2,0,1,2,2,1,1,1,1,0,1,1,1,1,1,1,1,2,1,1
AL099018,AL,50.7540499,PINUS PINEA,1190.56,1125,1379,low,4853.95,37.56448,-2.14502,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AL099019,AL,8.33665,PINUS HALEPENSIS,1000.57,955,1084,low,1814.16,37.58999,-2.11436,2,1,1,0,0,1,3,4,NA,1,NA,2,NA,2,0,2,2,2,2,0,0,0,0,0,0,0,0
AL099020,AL,14.564723,PINUS HALEPENSIS,973.38,944,1019,low,3420.92,37.60819,-2.12978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,2,0,0,0,0,0,0,0,0
AL099021,AL,28.834913699999998,PINUS HALEPENSIS,934.73,820,1033,low,4650.46,37.54392,-1.92818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,1,1,1,1,0,0,0,0,0
AL099022,AL,16.4299215,PINUS HALEPENSIS,844.01,824,866,low,1747.75,37.6339,-2.02902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,3,1,1,1,0,1,1,0,0
AL099024,AL,94.5117054,PINUS PINEA,1034.81,951,1107,low,4752.27,37.57071,-2.0304,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL102001,AL,332.4670054,PINUS HALEPENSIS,689.79,331,1245,low,14447.13,36.83806,-2.71741,NA,2,1,0,2,2,1,NA,1,1,1,0,0,0,1,0,0,0,0,0,1,1,2,0,0,0,0
AL901001,AL,72.0333497,PINUS NIGRA SSP SALZM.,1893.63,1800,1960,high,4072.99,37.2265,-2.71626,NA,0,0,1,2,4,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,2,3,3,2
AL901002,AL,113.37963729999998,PINUS SYLVESTRIS,1945.05,1832,2046,high,8179.66,37.22009,-2.70123,NA,0,0,1,2,4,0,0,0,0,0,2,0,0,0,1,0,1,1,0,1,1,1,2,3,3,2
AL901027,AL,0.1465092,NA,740.09,735,743,low,150.32,37.13551,-2.68889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,1,0,1,2,3,1,1
CA000001,CA,16.1721885,PINUS PINEA,2.67,1,5,verlow,1722.84,36.87883,-6.28948,4,3,0,NA,3,1,2,3,0,2,0,2,0,0,1,2,4,NA,2,0,NA,NA,NA,2,2,2,3
CA000002,CA,20.473504300000002,PINUS PINEA,3.11,3,4,verlow,1777.51,36.84801,-6.30813,4,3,0,NA,3,1,2,3,0,2,0,1,2,1,1,2,4,NA,2,0,NA,NA,NA,2,2,2,3
CA000003,CA,3.2662248,PINUS HALEPENSIS,635.75,619,654,low,870.24,36.8547,-5.32594,NA,2,0,1,1,0,0,1,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0
CA000005,CA,20.478139900000002,PINUS PINEA,12.05,10,14,verlow,2173.14,36.7136,-6.40817,NA,2,1,4,NA,2,2,2,0,1,3,0,2,2,0,2,1,2,0,0,4,1,NA,2,2,1,2
CA000006,CA,11.1669204,PINUS PINEA,6.97,4,11,verlow,1366.78,36.63058,-6.3871,NA,2,1,0,NA,2,1,2,0,1,1,1,1,1,1,1,1,1,0,0,0,1,NA,1,1,1,1
CA000007,CA,85.75357269999999,PINUS PINEA,53.07,39,65,verlow,5649.53,36.63749,-5.90804,NA,1,1,4,2,1,2,1,NA,2,3,0,NA,NA,2,1,1,1,2,0,1,2,NA,3,2,0,2
CA000008,CA,5.7259802,PINUS PINEA,9.52,5,15,verlow,1189.17,36.62364,-6.37254,NA,2,1,1,NA,5,2,2,0,1,1,2,1,1,1,2,1,1,0,0,0,1,NA,1,1,1,1
CA000009,CA,72.0648722,PINUS PINEA,10.68,3,22,verlow,8793.99,36.58905,-6.2467,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,1,1,1,1,1,0,0,0,1,NA,1,2,1,3
CA000010,CA,104.99721370000002,PINUS PINEA,5.95,1,14,verlow,6180.12,36.55578,-6.13945,NA,3,0,2,2,1,1,3,0,2,3,1,2,0,0,0,1,1,0,0,1,1,NA,3,1,1,3
CA000011,CA,26.388797399999998,PINUS PINEA,11.01,5,20,verlow,2382.24,36.53713,-6.18446,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,2,3,2,1,1,1,0,0,0,1,NA,2,1,2,3
CA000012,CA,25.8557593,PINUS PINEA,15.24,11,17,verlow,2194.51,36.36402,-6.16933,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,0,0,0,0,0,0,0,0,0,1,0,NA,0,1,1,1
CA000013,CA,22.4358027,PINUS PINEA,48.21,43,52,verlow,2088.98,36.33293,-6.09637,NA,2,0,1,1,1,1,2,0,1,0,0,1,1,2,0,1,0,0,0,2,0,NA,2,1,1,1
CA000014,CA,2.0423322,PINUS HALEPENSIS,169.17,152,176,verlow,585.42,36.2409,-5.96413,NA,1,1,2,1,1,1,2,2,3,1,1,2,2,2,1,1,2,0,0,1,0,NA,0,0,2,1
CA000015,CA,105.2992616,PINUS PINEA,46.37,22,68,verlow,5511.66,36.24346,-5.40041,NA,1,1,2,2,1,1,2,0,1,2,0,0,1,2,1,1,1,1,2,2,0,NA,1,1,1,0
CA000016,CA,15.2678748,PINUS PINEA,131.07,118,138,verlow,2092.6,36.19841,-5.98201,1,2,2,0,1,1,3,0,0,2,2,0,1,2,0,0,1,2,0,2,0,NA,NA,2,3,3,1
CA000017,CA,2.7200992,PINUS PINEA,129.26,121,134,verlow,650.22,36.19399,-5.99416,NA,NA,NA,NA,0,0,1,1,0,2,3,0,1,2,0,0,1,2,0,1,0,1,NA,2,3,2,0
CA000022,CA,9.894478999999999,PINUS PINEA,5.03,1,9,verlow,2650.49,36.58907,-6.23836,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,1,1,2,1,0,0,0,1,1,NA,2,1,0,0
CA000023,CA,103.2947307,PINUS PINEA,2.39,1,5,verlow,9351.35,36.54074,-6.20822,NA,NA,1,1,2,1,0,0,0,NA,NA,NA,NA,NA,NA,1,1,NA,1,2,3,1,NA,1,1,1,3
CA000024,CA,18.2816172,PINUS PINEA,2.82,0,10,verlow,3253.34,36.04631,-5.63748,NA,NA,NA,0,1,0,0,0,1,2,2,0,1,1,2,0,1,1,0,0,0,1,NA,0,0,1,0
CA000025,CA,1.8625294000000001,PINUS CANARIENSIS,225.77,210,251,verlow,1073.94,36.0801,-5.50155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,3,NA,1,1,1,1,3,2,0,4,NA,3,2,3,3
CA000026,CA,20.1585769,NA,2.6,2,4,verlow,4894.43,36.56632,-6.21487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,2,2,1,NA,1,1,1,1
CA001001,CA,69.4363005,PINUS PINASTER,453.18,337,888,verlow,4858.58,36.51849,-5.65153,3,NA,2,0,1,2,2,2,NA,2,2,1,NA,1,NA,2,0,2,1,1,0,0,NA,0,0,0,2
CA001002,CA,742.542591,PINUS PINASTER,394.09,91,826,verlow,12602.98,36.4556,-5.60655,NA,NA,0,1,1,2,2,2,NA,NA,2,2,NA,1,NA,1,2,1,1,1,0,0,NA,1,0,0,1
CA001003,CA,11.183966400000001,PINUS PINASTER,744.31,636,828,low,1438.91,36.52355,-5.63174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,0,0,NA,2,0,0,2
